PKEY,GRASS_SPP,Interval1,Interval2,Interval3,Interval4,Interval5,Interval6,Interval7,Interval8,Interval9,Interval10,DURMETH
BBSAB:128:Stop21:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:06:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:07:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:09:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop21:99:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:01:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:03:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:06:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:08:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:11:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:97:1,CCSP,4,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop22:99:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:06:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:07:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:97:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop23:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:05:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:10:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:11:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop24:98:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:11:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop25:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:02:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:03:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:05:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:11:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop26:99:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:04:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:10:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:11:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:12:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop27:99:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:01:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:02:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:03:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:05:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:11:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop28:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:01:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:04:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:06:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:08:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:10:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:12:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop29:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:01:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:07:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:11:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:12:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:97:1,CCSP,4,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop3:99:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:10:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop30:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:04:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:10:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop31:98:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:01:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:06:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:11:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:13:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop32:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:01:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop33:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:01:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:04:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:11:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:97:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:98:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop34:99:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:08:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:97:1,CCSP,4,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop35:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:11:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop36:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop37:04:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop37:05:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop37:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop37:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop37:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:05:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:10:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:11:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop38:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:10:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:12:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop39:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:03:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:04:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:06:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:07:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:11:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:97:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop4:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:01:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:10:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:11:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:12:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop40:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:01:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:05:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:07:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:09:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:11:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:13:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:97:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop41:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:05:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:08:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:09:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:10:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:97:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop42:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:00:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:03:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:06:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:07:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:08:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:09:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:98:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop43:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:01:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:08:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:11:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:13:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:98:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop44:99:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:02:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:10:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:14:1,CCSP,0,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:98:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop45:99:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop46:00:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop46:01:1,CCSP,3,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop46:02:1,CCSP,1,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop46:04:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
BBSAB:128:Stop46:05:1,CCSP,2,0,0,0,0,0,0,0,0,0,D
