PKEY,GRASS_SPP,Interval1,Interval2,Interval3,Interval4,Interval5,Interval6,Interval7,Interval8,Interval9,Interval10,DURMETH
MANBBA:14MB71:504514:11:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14MV44:538622:14:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14MV56:528849:13:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14MV73:501856:10:1,GRSP,3,0,0,0,0,0,0,0,0,0,B
MANBBA:14MV76:530463:14:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14MV79:503848:10:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14MV79:503905:10:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14NA66:535060:14:1,GRSP,1,0,0,0,0,0,0,0,0,0,B
MANBBA:14NV18:512810:12:1,GRSP,2,0,0,0,0,0,0,0,0,0,B
MNBBA:T104R26a:3:10:2010_5_29_9,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T105R38a:3:10:2010_6_18_8,GRSP,0,0,0,0,0,0,1,0,0,0,Z
MNBBA:T105R44a:3:11:2011_6_2_9,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T106R24a:3:10:2010_6_9_6,GRSP,0,0,0,0,0,0,0,0,1,0,Z
MNBBA:T107R31a:2:09:2009_6_22_6,GRSP,0,0,1,0,0,0,0,0,0,0,Z
MNBBA:T107R35a:3:09:2009_6_26_6,GRSP,0,0,0,0,0,0,2,0,0,0,Z
MNBBA:T107R39a:3:11:2011_6_2_7,GRSP,0,0,0,1,0,0,0,0,0,0,Z
MNBBA:T107R40a:1:11:2011_6_2_6,GRSP,1,0,0,1,0,0,0,1,0,0,Z
MNBBA:T107R41a:1:11:2011_6_4_6,GRSP,0,0,0,1,0,0,0,0,0,0,Z
MNBBA:T108R25a:1:11:2011_5_29_8,GRSP,1,0,0,0,0,0,0,0,1,0,Z
MNBBA:T108R35a:3:09:2009_6_26_5,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T108R40a:3:11:2011_6_8_8,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T108R41a:1:11:2011_6_6_7,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T108R42a:3:11:2011_6_6_9,GRSP,0,0,0,0,0,1,0,0,0,0,Z
MNBBA:T109R32a:2:09:2009_6_19_6,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T109R33a:3:09:2009_6_24_7,GRSP,3,0,0,0,0,0,0,0,0,0,Z
MNBBA:T109R34a:2:09:2009_6_24_6,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T109R36a:1:09:2009_6_25_6,GRSP,0,1,0,1,0,0,0,0,0,0,Z
MNBBA:T109R41a:2:11:2011_6_6_6,GRSP,1,0,0,0,0,1,0,0,0,0,Z
MNBBA:T110R27a:3:09:2009_6_23_6,GRSP,1,1,0,0,0,0,0,0,0,0,Z
MNBBA:T110R39a:2:11:2011_6_8_6,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T113R35a:1:12:2012_5_28_8,GRSP,0,0,0,0,0,0,0,2,0,0,Z
MNBBA:T113R41a:1:10:2010_6_13_5,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T113R46a:3:11:2011_6_5_8,GRSP,0,1,0,0,0,0,1,0,0,0,Z
MNBBA:T114R37a:2:10:2010_6_7_5,GRSP,1,0,1,0,1,0,0,0,0,0,Z
MNBBA:T114R41a:3:10:2010_6_13_6,GRSP,0,1,0,0,0,0,0,0,0,0,Z
MNBBA:T114R42a:3:10:2010_6_13_7,GRSP,0,0,0,0,0,0,0,1,0,0,Z
MNBBA:T116R38a:3:10:2010_6_6_7,GRSP,1,0,0,0,0,1,0,0,0,0,Z
MNBBA:T116R39a:1:10:2010_6_6_6,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T116R39a:3:10:2010_6_6_6,GRSP,0,0,0,0,0,0,1,0,0,0,Z
MNBBA:T116R46a:3:11:2011_5_29_9,GRSP,0,1,0,0,0,0,0,0,0,0,Z
MNBBA:T117R32a:2:12:2012_5_30_5,GRSP,0,0,0,0,0,0,1,0,0,0,Z
MNBBA:T118R31a:2:12:2012_5_30_7,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T119R43a:1:09:2009_6_2_8,GRSP,3,0,0,0,0,0,0,0,2,0,Z
MNBBA:T124R39a:2:11:2011_6_14_8,GRSP,0,0,0,0,1,0,0,0,0,0,Z
MNBBA:T136R46a:3:12:2012_6_11_8,GRSP,1,0,0,0,0,0,0,1,0,0,Z
MNBBA:T141R46a:1:12:2012_6_16_5,GRSP,0,1,1,0,0,0,0,0,0,0,Z
MNBBA:T143R45a:1:12:2012_6_17_7,GRSP,1,0,0,1,0,0,0,0,0,0,Z
MNBBA:T147R45a:3:12:2012_6_20_9,GRSP,0,0,0,0,0,0,0,0,1,0,Z
MNBBA:T149R40a:3:10:2010_7_6_6,GRSP,0,0,1,0,0,0,0,0,0,0,Z
MNBBA:T149R44a:1:10:2010_7_7_6,GRSP,1,1,0,0,0,0,1,0,0,0,Z
MNBBA:T156R41a:3:12:2012_6_27_6,GRSP,0,0,0,1,0,0,0,0,0,0,Z
MNBBA:T157R41a:1:12:2012_6_15_9,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T157R41a:3:12:2012_6_15_9,GRSP,0,0,0,2,0,0,0,0,0,0,Z
MNBBA:T157R43a:1:12:2012_6_13_4,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T158R41a:1:12:2012_6_15_7,GRSP,1,0,0,0,0,1,0,0,0,0,Z
MNBBA:T158R41a:2:12:2012_6_15_7,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T158R42a:1:12:2012_6_15_5,GRSP,0,0,0,1,0,0,1,0,0,0,Z
MNBBA:T158R43a:1:12:2012_6_15_5,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T160R41a:1:12:2012_6_15_6,GRSP,2,0,0,0,0,0,0,0,0,0,Z
MNBBA:T160R41a:2:12:2012_6_15_7,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MNBBA:T160R42a:2:12:2012_6_15_5,GRSP,1,0,0,0,0,0,0,0,0,0,Z
MSCCLEM:105:10_2011_6_13_7,GRSP,0,0,3,0,0,0,0,0,0,0,CC
MSCCLEM:105:11_2011_6_13_7,GRSP,2,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:105:12_2011_6_13_7,GRSP,2,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:105:13_2011_6_13_7,GRSP,3,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:105:8_2011_6_13_6,GRSP,0,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:111:1_2011_6_27_5,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:111:6_2011_6_27_6,GRSP,2,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:117:7_2011_7_6_6,GRSP,1,2,0,0,0,0,0,0,0,0,CC
MSCCLEM:117:8_2011_7_6_7,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:123:3_2011_6_13_5,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:123:4_2011_6_13_5,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:10_2011_6_15_7,GRSP,0,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:124:11_2011_6_15_7,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:14_2011_6_15_8,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:15_2011_6_15_8,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:18_2011_6_15_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:19_2011_6_15_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:3_2011_6_15_5,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:6_2011_6_15_6,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:124:7_2011_6_15_6,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:25:2_2011_6_29_8,GRSP,0,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:30:11_2011_6_21_8,GRSP,0,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:37:3_2011_6_17_5,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:43:-1_2011_6_21_6,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:46:14_2011_6_24_8,GRSP,0,2,0,0,0,0,0,0,0,0,CC
MSCCLEM:46:7_2011_6_24_6,GRSP,1,0,2,0,0,0,0,0,0,0,CC
MSCCLEM:50:18_2011_6_5_6,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:63:1_2011_6_1_5,GRSP,2,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:63:2_2011_6_1_5,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:63:6_2011_6_1_6,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:63:7_2011_6_1_6,GRSP,0,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:64:2_2011_6_23_5,GRSP,0,0,2,0,0,0,0,0,0,0,CC
MSCCLEM:64:3_2011_6_23_6,GRSP,1,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:64:7_2011_6_23_6,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:65:16_2011_6_22_8,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:65:17_2011_6_22_9,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:1_2011_6_15_5,GRSP,3,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:10_2011_6_16_5,GRSP,1,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:68:12_2011_6_16_6,GRSP,4,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:13_2011_6_16_6,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:14_2011_6_16_6,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:15_2011_6_16_7,GRSP,2,2,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:17_2011_6_16_7,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:18_2011_6_16_7,GRSP,2,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:19_2011_6_16_8,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:2_2011_6_15_5,GRSP,1,0,1,0,0,0,0,0,0,0,CC
MSCCLEM:68:3_2011_6_15_6,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:4_2011_6_15_6,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:5_2011_6_15_6,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:6_2011_6_15_7,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:8_2011_6_15_7,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:68:9_2011_6_16_5,GRSP,3,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:70:15_2011_6_22_8,GRSP,0,1,1,0,0,0,0,0,0,0,CC
MSCCLEM:70:18_2011_6_22_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:76:14_2011_6_24_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:77:15_2011_6_8_7,GRSP,3,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:8:7_2011_6_7_5,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:86:5_2011_6_17_6,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:87:1_2011_6_25_6,GRSP,4,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:87:3_2011_6_25_7,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:95:7_2011_6_3_5,GRSP,1,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:96:17_2011_6_13_7,GRSP,1,0,2,0,0,0,0,0,0,0,CC
MSCCLEM:96:20_2011_6_13_8,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:96:25_2011_6_13_8,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:1_2011_6_16_5,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:11_2011_6_16_7,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:12_2011_6_16_7,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:14_2011_6_16_8,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:16_2011_6_16_8,GRSP,2,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:17_2011_6_16_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:18_2011_6_16_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:19_2011_6_16_9,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:20_2011_6_16_9,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:3_2011_6_16_5,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:6_2011_6_16_6,GRSP,1,0,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP1:9_2011_6_16_7,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCCLEM:CP3:19_2011_6_25_7,GRSP,0,1,0,0,0,0,0,0,0,0,CC
MSCFIS:1:1:2006_MM_DD_HR_MIN_R2_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2008_5_31_6_9_R2A_BB,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2009_6_11_4_56_R2_MSS,GRSP,2,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2009_6_28_7_15_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2010_5_31_5_21_R1_TCL,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2010_6_10_9_39_R2_MSS,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2010_6_19_7_33_R3_MSS,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2011_6_17_5_52_R2_JKL,GRSP,2,0,0,1,0,0,0,0,0,0,DD
MSCFIS:1:1:2011_6_24_8_1_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2012_5_31_0_56_R1_KAM,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2012_6_15_5_40_R3_LNB,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2012_6_7_7_4_R2_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2013_6_11_5_36_R2_KAM,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2013_6_5_6_54_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2014_6_21_6_31_R3_FBC,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2014_6_21_6_31_R3_GRW,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:1:2014_7_6_6_42_R1_SRF,GRSP,1,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:10:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:10:2012_6_15_6_51_R3_LNB,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:10:2012_6_7_5_59_R2_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:10:2014_6_21_4_52_R3_FBC,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:10:2014_6_21_4_52_R3_GRW,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2006_MM_DD_HR_MIN_R2_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2009_6_11_5_23_R2_MSS,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2010_5_31_7_42_R1_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2010_6_10_7_57_R2_BMT,GRSP,0,1,1,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2010_6_22_7_41_R3_MSS,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2011_6_17_6_8_R2_JKL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2011_6_24_7_47_R3_TCL,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2012_5_31_0_25_R1_KAM,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2012_6_15_5_54_R3_LNB,GRSP,2,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2012_6_7_7_20_R2_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2013_6_11_5_49_R2_KAM,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2013_6_17_6_26_R3_JD,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2013_6_5_6_36_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:2:2014_7_6_6_24_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2009_6_11_7_31_R2_MSS,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2010_6_10_8_12_R2_BMT,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2010_6_22_7_54_R3_MSS,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2011_6_17_6_21_R2_JKL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2011_6_24_7_32_R3_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2011_6_9_5_58_R1_KAM,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2012_5_31_0_25_R1_KAM,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2012_6_15_6_6_R3_LNB,GRSP,2,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2012_6_7_7_34_R2_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2013_6_11_6_3_R2_KAM,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2013_6_17_6_40_R3_JD,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2013_6_5_6_20_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2014_6_21_5_59_R3_FBC,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2014_6_21_5_59_R3_GRW,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:3:2014_7_6_6_0_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2006_MM_DD_HR_MIN_R1_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2008_5_31_6_26_R2A_BB,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2009_6_11_5_42_R2_MSS,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2009_6_28_6_41_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2010_5_31_5_40_R1_TCL,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2010_6_10_9_49_R2_BMT,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2010_6_19_7_47_R3_MSS,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2012_5_31_0_22_R1_KAM,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2012_6_15_5_22_R3_LNB,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2012_6_7_6_36_R2_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2013_6_11_5_18_R2_KAM,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2013_6_17_5_48_R3_JD,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2013_6_5_7_13_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2014_6_11_5_28_R2_JKV,GRSP,0,0,0,1,0,0,0,0,0,0,DD
MSCFIS:1:4:2014_6_21_6_50_R3_FBC,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2014_6_21_6_50_R3_GRW,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:4:2014_7_6_7_3_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2006_MM_DD_HR_MIN_R2_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2008_5_31_5_24_R2A_BB,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2008_6_21_6_7_R2B_KW,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2009_6_28_5_6_R3_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2010_6_10_8_29_R2_BMT,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2011_6_17_5_15_R2_JKL,GRSP,2,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2011_6_24_6_53_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2012_5_31_1_18_R1_KAM,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2012_6_15_6_22_R3_LNB,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2012_6_7_6_31_R2_TCL,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2013_6_11_6_16_R2_KAM,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2013_6_17_6_55_R3_JD,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2014_6_11_6_36_R2_JKV,GRSP,0,0,1,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2014_6_21_5_27_R3_FBC,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2014_6_21_5_27_R3_GRW,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:5:2014_7_6_5_50_R1_SRF,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2006_MM_DD_HR_MIN_R1_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2006_MM_DD_HR_MIN_R2_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2011_6_17_7_52_R2_JKL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2011_6_24_7_13_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2012_5_31_0_25_R1_KAM,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2012_6_15_6_37_R3_LNB,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2012_6_7_6_15_R2_TCL,GRSP,3,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2013_6_11_6_32_R2_KAM,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2013_6_17_7_10_R3_JD,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2013_6_5_5_51_R1_SRF,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2014_6_11_6_52_R2_JKV,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2014_6_21_5_8_R3_FBC,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2014_6_21_5_8_R3_GRW,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:6:2014_7_6_5_35_R1_SRF,GRSP,1,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:7:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:7:2011_6_24_6_24_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:7:2012_5_31_0_44_R1_KAM,GRSP,0,0,0,1,0,0,0,0,0,0,DD
MSCFIS:1:7:2012_6_7_5_11_R2_TCL,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:9:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:9:2011_6_24_5_52_R3_TCL,GRSP,1,0,0,0,0,0,0,0,0,0,DD
MSCFIS:1:9:2012_6_15_7_9_R3_LNB,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:1:9:2013_6_17_7_43_R3_JD,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:10:91:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:10:92:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:10:93:2006_MM_DD_HR_MIN_R2_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:10:93:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:10:93:2008_6_19_5_2_R1B_KW,GRSP,0,1,0,0,0,0,0,0,0,0,DD
MSCFIS:10:93:2008_6_5_6_22_R2A_AS,GRSP,2,0,0,0,0,0,0,0,0,0,DD
MSCFIS:10:99:2006_MM_DD_HR_MIN_R2_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:11:101:2006_MM_DD_HR_MIN_R3_UNKOBS,GRSP,0,0,0,0,0,0,0,0,0,0,DD
MSCFIS:11:101:2008_6_18_5_28_R1B_BB,GRSP,1,0,0,1,0,0,0,0,0,0,DD
